system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
2,009_1,ref,-1,-1,-1,1,009_1,w19_ende_u1,-1,mt,-1
2,009_1,ref,-1,-1,-1,1,009_1,w19_ende_t1,-1,mt,-1
1,009_1,ref,-1,-1,-1,2,009_1,w19_ende_t2,-1,mt,-1
1,009_1,ref,-1,-1,-1,2,009_1,w19_ende_u2,-1,mt,-1
2,009_1,ref,-1,-1,-1,1,009_1,w19_ende_u3,-1,mt,-1
1,009_2,ref,-1,-1,-1,2,009_2,w19_ende_u1,-1,mt,-1
1,009_2,ref,-1,-1,-1,2,009_2,w19_ende_t1,-1,mt,-1
1,009_2,ref,-1,-1,-1,2,009_2,w19_ende_t2,-1,mt,-1
1,009_2,ref,-1,-1,-1,2,009_2,w19_ende_u2,-1,mt,-1
1,009_2,ref,-1,-1,-1,2,009_2,w19_ende_u3,-1,mt,-1
1,009_3,ref,-1,-1,-1,2,009_3,w19_ende_u1,-1,mt,-1
1,009_3,ref,-1,-1,-1,1,009_3,w19_ende_t1,-1,mt,-1
1,009_3,ref,-1,-1,-1,2,009_3,w19_ende_t2,-1,mt,-1
1,009_3,ref,-1,-1,-1,2,009_3,w19_ende_u2,-1,mt,-1
1,009_3,ref,-1,-1,-1,1,009_3,w19_ende_u3,-1,mt,-1
1,009_4,ref,-1,-1,-1,2,009_4,w19_ende_u1,-1,mt,-1
1,009_4,ref,-1,-1,-1,1,009_4,w19_ende_t1,-1,mt,-1
1,009_4,ref,-1,-1,-1,2,009_4,w19_ende_t2,-1,mt,-1
1,009_4,ref,-1,-1,-1,2,009_4,w19_ende_u2,-1,mt,-1
1,009_4,ref,-1,-1,-1,2,009_4,w19_ende_u3,-1,mt,-1
2,009_5,ref,-1,-1,-1,1,009_5,w19_ende_u1,-1,mt,-1
1,009_5,ref,-1,-1,-1,1,009_5,w19_ende_t1,-1,mt,-1
2,009_5,ref,-1,-1,-1,1,009_5,w19_ende_t2,-1,mt,-1
1,009_5,ref,-1,-1,-1,2,009_5,w19_ende_u2,-1,mt,-1
2,009_5,ref,-1,-1,-1,1,009_5,w19_ende_u3,-1,mt,-1
1,009_6,ref,-1,-1,-1,1,009_6,w19_ende_u1,-1,mt,-1
2,009_6,ref,-1,-1,-1,1,009_6,w19_ende_t1,-1,mt,-1
2,009_6,ref,-1,-1,-1,1,009_6,w19_ende_t2,-1,mt,-1
2,009_6,ref,-1,-1,-1,1,009_6,w19_ende_u2,-1,mt,-1
2,009_6,ref,-1,-1,-1,1,009_6,w19_ende_u3,-1,mt,-1
1,009_7,ref,-1,-1,-1,1,009_7,w19_ende_u1,-1,mt,-1
1,009_7,ref,-1,-1,-1,1,009_7,w19_ende_t1,-1,mt,-1
2,009_7,ref,-1,-1,-1,1,009_7,w19_ende_t2,-1,mt,-1
2,009_7,ref,-1,-1,-1,1,009_7,w19_ende_u2,-1,mt,-1
1,009_7,ref,-1,-1,-1,2,009_7,w19_ende_u3,-1,mt,-1
2,009_8,ref,-1,-1,-1,1,009_8,w19_ende_u1,-1,mt,-1
1,009_8,ref,-1,-1,-1,1,009_8,w19_ende_t1,-1,mt,-1
1,009_8,ref,-1,-1,-1,2,009_8,w19_ende_t2,-1,mt,-1
2,009_8,ref,-1,-1,-1,1,009_8,w19_ende_u2,-1,mt,-1
2,009_8,ref,-1,-1,-1,1,009_8,w19_ende_u3,-1,mt,-1
1,009_9,ref,-1,-1,-1,2,009_9,w19_ende_u1,-1,mt,-1
2,009_9,ref,-1,-1,-1,1,009_9,w19_ende_t1,-1,mt,-1
1,009_9,ref,-1,-1,-1,2,009_9,w19_ende_t2,-1,mt,-1
1,009_9,ref,-1,-1,-1,2,009_9,w19_ende_u2,-1,mt,-1
1,009_9,ref,-1,-1,-1,2,009_9,w19_ende_u3,-1,mt,-1
2,009_10,ref,-1,-1,-1,1,009_10,w19_ende_u1,-1,mt,-1
2,009_10,ref,-1,-1,-1,1,009_10,w19_ende_t1,-1,mt,-1
2,009_10,ref,-1,-1,-1,1,009_10,w19_ende_t2,-1,mt,-1
1,009_10,ref,-1,-1,-1,2,009_10,w19_ende_u2,-1,mt,-1
2,009_10,ref,-1,-1,-1,1,009_10,w19_ende_u3,-1,mt,-1
2,009_11,ref,-1,-1,-1,1,009_11,w19_ende_u1,-1,mt,-1
2,009_11,ref,-1,-1,-1,1,009_11,w19_ende_t1,-1,mt,-1
2,009_11,ref,-1,-1,-1,1,009_11,w19_ende_t2,-1,mt,-1
2,009_11,ref,-1,-1,-1,1,009_11,w19_ende_u2,-1,mt,-1
2,009_11,ref,-1,-1,-1,1,009_11,w19_ende_u3,-1,mt,-1
2,009_12,ref,-1,-1,-1,1,009_12,w19_ende_u1,-1,mt,-1
2,009_12,ref,-1,-1,-1,1,009_12,w19_ende_t1,-1,mt,-1
2,009_12,ref,-1,-1,-1,1,009_12,w19_ende_t2,-1,mt,-1
2,009_12,ref,-1,-1,-1,1,009_12,w19_ende_u2,-1,mt,-1
2,009_12,ref,-1,-1,-1,1,009_12,w19_ende_u3,-1,mt,-1
1,009_13,ref,-1,-1,-1,2,009_13,w19_ende_u1,-1,mt,-1
2,009_13,ref,-1,-1,-1,1,009_13,w19_ende_t1,-1,mt,-1
1,009_13,ref,-1,-1,-1,2,009_13,w19_ende_t2,-1,mt,-1
2,009_13,ref,-1,-1,-1,1,009_13,w19_ende_u2,-1,mt,-1
2,009_13,ref,-1,-1,-1,1,009_13,w19_ende_u3,-1,mt,-1
1,009_14,ref,-1,-1,-1,2,009_14,w19_ende_u1,-1,mt,-1
1,009_14,ref,-1,-1,-1,1,009_14,w19_ende_t1,-1,mt,-1
1,009_14,ref,-1,-1,-1,2,009_14,w19_ende_t2,-1,mt,-1
1,009_14,ref,-1,-1,-1,2,009_14,w19_ende_u2,-1,mt,-1
1,009_14,ref,-1,-1,-1,1,009_14,w19_ende_u3,-1,mt,-1
1,009_15,ref,-1,-1,-1,1,009_15,w19_ende_u1,-1,mt,-1
1,009_15,ref,-1,-1,-1,1,009_15,w19_ende_t1,-1,mt,-1
1,009_15,ref,-1,-1,-1,1,009_15,w19_ende_t2,-1,mt,-1
1,009_15,ref,-1,-1,-1,1,009_15,w19_ende_u2,-1,mt,-1
1,009_15,ref,-1,-1,-1,1,009_15,w19_ende_u3,-1,mt,-1
