system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
1,010_1,ref,-1,-1,-1,2,010_1,w19_enru_t1,-1,mt,-1
1,010_1,ref,-1,-1,-1,2,010_1,w19_enru_t2,-1,mt,-1
1,010_1,ref,-1,-1,-1,2,010_1,w19_enru_u1,-1,mt,-1
1,010_1,ref,-1,-1,-1,2,010_1,w19_enru_t3,-1,mt,-1
1,010_1,ref,-1,-1,-1,1,010_1,w19_enru_t4,-1,mt,-1
1,010_1,ref,-1,-1,-1,2,010_1,w19_enru_u2,-1,mt,-1
1,010_2,ref,-1,-1,-1,2,010_2,w19_enru_t1,-1,mt,-1
1,010_2,ref,-1,-1,-1,2,010_2,w19_enru_u1,-1,mt,-1
1,010_2,ref,-1,-1,-1,1,010_2,w19_enru_t3,-1,mt,-1
2,010_2,ref,-1,-1,-1,1,010_2,w19_enru_t4,-1,mt,-1
1,010_2,ref,-1,-1,-1,1,010_2,w19_enru_u2,-1,mt,-1
1,010_3,ref,-1,-1,-1,2,010_3,w19_enru_t1,-1,mt,-1
1,010_3,ref,-1,-1,-1,2,010_3,w19_enru_u1,-1,mt,-1
1,010_3,ref,-1,-1,-1,1,010_3,w19_enru_t3,-1,mt,-1
2,010_3,ref,-1,-1,-1,1,010_3,w19_enru_t4,-1,mt,-1
1,010_3,ref,-1,-1,-1,1,010_3,w19_enru_u2,-1,mt,-1
1,010_4,ref,-1,-1,-1,2,010_4,w19_enru_t1,-1,mt,-1
1,010_4,ref,-1,-1,-1,1,010_4,w19_enru_t2,-1,mt,-1
2,010_4,ref,-1,-1,-1,1,010_4,w19_enru_u1,-1,mt,-1
1,010_4,ref,-1,-1,-1,1,010_4,w19_enru_t3,-1,mt,-1
1,010_4,ref,-1,-1,-1,1,010_4,w19_enru_t4,-1,mt,-1
1,010_4,ref,-1,-1,-1,1,010_4,w19_enru_u2,-1,mt,-1
