system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
2,001_1,ref,-1,-1,-1,1,001_1,w19_enru_t1,-1,mt,-1
2,001_1,ref,-1,-1,-1,1,001_1,w19_enru_t2,-1,mt,-1
2,001_1,ref,-1,-1,-1,1,001_1,w19_enru_u1,-1,mt,-1
2,001_1,ref,-1,-1,-1,1,001_1,w19_enru_t3,-1,mt,-1
2,001_1,ref,-1,-1,-1,1,001_1,w19_enru_t4,-1,mt,-1
2,001_1,ref,-1,-1,-1,1,001_1,w19_enru_u2,-1,mt,-1
1,001_2,ref,-1,-1,-1,2,001_2,w19_enru_t1,-1,mt,-1
2,001_2,ref,-1,-1,-1,1,001_2,w19_enru_t2,-1,mt,-1
2,001_2,ref,-1,-1,-1,1,001_2,w19_enru_u1,-1,mt,-1
1,001_2,ref,-1,-1,-1,2,001_2,w19_enru_t3,-1,mt,-1
2,001_2,ref,-1,-1,-1,1,001_2,w19_enru_t4,-1,mt,-1
2,001_2,ref,-1,-1,-1,1,001_2,w19_enru_u2,-1,mt,-1
2,001_3,ref,-1,-1,-1,1,001_3,w19_enru_t1,-1,mt,-1
1,001_3,ref,-1,-1,-1,1,001_3,w19_enru_t2,-1,mt,-1
2,001_3,ref,-1,-1,-1,1,001_3,w19_enru_u1,-1,mt,-1
2,001_3,ref,-1,-1,-1,1,001_3,w19_enru_t3,-1,mt,-1
2,001_3,ref,-1,-1,-1,1,001_3,w19_enru_t4,-1,mt,-1
2,001_3,ref,-1,-1,-1,1,001_3,w19_enru_u2,-1,mt,-1
2,001_4,ref,-1,-1,-1,1,001_4,w19_enru_t1,-1,mt,-1
2,001_4,ref,-1,-1,-1,1,001_4,w19_enru_t2,-1,mt,-1
2,001_4,ref,-1,-1,-1,1,001_4,w19_enru_u1,-1,mt,-1
2,001_4,ref,-1,-1,-1,1,001_4,w19_enru_t3,-1,mt,-1
1,001_4,ref,-1,-1,-1,1,001_4,w19_enru_t4,-1,mt,-1
2,001_4,ref,-1,-1,-1,1,001_4,w19_enru_u2,-1,mt,-1
2,001_5,ref,-1,-1,-1,1,001_5,w19_enru_t1,-1,mt,-1
1,001_5,ref,-1,-1,-1,2,001_5,w19_enru_t2,-1,mt,-1
2,001_5,ref,-1,-1,-1,1,001_5,w19_enru_u1,-1,mt,-1
2,001_5,ref,-1,-1,-1,1,001_5,w19_enru_t3,-1,mt,-1
2,001_5,ref,-1,-1,-1,1,001_5,w19_enru_t4,-1,mt,-1
2,001_5,ref,-1,-1,-1,1,001_5,w19_enru_u2,-1,mt,-1
2,001_6,ref,-1,-1,-1,1,001_6,w19_enru_t1,-1,mt,-1
2,001_6,ref,-1,-1,-1,1,001_6,w19_enru_t2,-1,mt,-1
2,001_6,ref,-1,-1,-1,1,001_6,w19_enru_u1,-1,mt,-1
2,001_6,ref,-1,-1,-1,1,001_6,w19_enru_t3,-1,mt,-1
2,001_6,ref,-1,-1,-1,1,001_6,w19_enru_t4,-1,mt,-1
2,001_6,ref,-1,-1,-1,1,001_6,w19_enru_u2,-1,mt,-1
2,001_7,ref,-1,-1,-1,1,001_7,w19_enru_t1,-1,mt,-1
2,001_7,ref,-1,-1,-1,1,001_7,w19_enru_t2,-1,mt,-1
1,001_7,ref,-1,-1,-1,1,001_7,w19_enru_u1,-1,mt,-1
2,001_7,ref,-1,-1,-1,1,001_7,w19_enru_t3,-1,mt,-1
1,001_7,ref,-1,-1,-1,1,001_7,w19_enru_t4,-1,mt,-1
1,001_7,ref,-1,-1,-1,1,001_7,w19_enru_u2,-1,mt,-1
2,001_8,ref,-1,-1,-1,1,001_8,w19_enru_t1,-1,mt,-1
2,001_8,ref,-1,-1,-1,1,001_8,w19_enru_t2,-1,mt,-1
2,001_8,ref,-1,-1,-1,1,001_8,w19_enru_u1,-1,mt,-1
2,001_8,ref,-1,-1,-1,1,001_8,w19_enru_t3,-1,mt,-1
2,001_8,ref,-1,-1,-1,1,001_8,w19_enru_u2,-1,mt,-1
2,001_9,ref,-1,-1,-1,1,001_9,w19_enru_t1,-1,mt,-1
2,001_9,ref,-1,-1,-1,1,001_9,w19_enru_t2,-1,mt,-1
1,001_9,ref,-1,-1,-1,1,001_9,w19_enru_u1,-1,mt,-1
1,001_9,ref,-1,-1,-1,1,001_9,w19_enru_t3,-1,mt,-1
1,001_9,ref,-1,-1,-1,1,001_9,w19_enru_t4,-1,mt,-1
1,001_9,ref,-1,-1,-1,1,001_9,w19_enru_u2,-1,mt,-1
2,001_10,ref,-1,-1,-1,1,001_10,w19_enru_t1,-1,mt,-1
2,001_10,ref,-1,-1,-1,1,001_10,w19_enru_t2,-1,mt,-1
2,001_10,ref,-1,-1,-1,1,001_10,w19_enru_u1,-1,mt,-1
2,001_10,ref,-1,-1,-1,1,001_10,w19_enru_t3,-1,mt,-1
2,001_10,ref,-1,-1,-1,1,001_10,w19_enru_t4,-1,mt,-1
2,001_10,ref,-1,-1,-1,1,001_10,w19_enru_u2,-1,mt,-1
1,001_11,ref,-1,-1,-1,2,001_11,w19_enru_t1,-1,mt,-1
2,001_11,ref,-1,-1,-1,1,001_11,w19_enru_t2,-1,mt,-1
2,001_11,ref,-1,-1,-1,1,001_11,w19_enru_u1,-1,mt,-1
1,001_11,ref,-1,-1,-1,1,001_11,w19_enru_t3,-1,mt,-1
1,001_11,ref,-1,-1,-1,1,001_11,w19_enru_t4,-1,mt,-1
1,001_11,ref,-1,-1,-1,1,001_11,w19_enru_u2,-1,mt,-1
1,001_12,ref,-1,-1,-1,2,001_12,w19_enru_t1,-1,mt,-1
1,001_12,ref,-1,-1,-1,2,001_12,w19_enru_t2,-1,mt,-1
2,001_12,ref,-1,-1,-1,1,001_12,w19_enru_u1,-1,mt,-1
2,001_12,ref,-1,-1,-1,1,001_12,w19_enru_t3,-1,mt,-1
1,001_12,ref,-1,-1,-1,2,001_12,w19_enru_t4,-1,mt,-1
1,001_12,ref,-1,-1,-1,1,001_12,w19_enru_u2,-1,mt,-1
1,001_13,ref,-1,-1,-1,2,001_13,w19_enru_t1,-1,mt,-1
1,001_13,ref,-1,-1,-1,2,001_13,w19_enru_t2,-1,mt,-1
2,001_13,ref,-1,-1,-1,1,001_13,w19_enru_u1,-1,mt,-1
2,001_13,ref,-1,-1,-1,1,001_13,w19_enru_t3,-1,mt,-1
2,001_13,ref,-1,-1,-1,1,001_13,w19_enru_t4,-1,mt,-1
2,001_13,ref,-1,-1,-1,1,001_13,w19_enru_u2,-1,mt,-1
2,001_14,ref,-1,-1,-1,1,001_14,w19_enru_t1,-1,mt,-1
2,001_14,ref,-1,-1,-1,1,001_14,w19_enru_u1,-1,mt,-1
2,001_14,ref,-1,-1,-1,1,001_14,w19_enru_t3,-1,mt,-1
1,001_14,ref,-1,-1,-1,2,001_14,w19_enru_t4,-1,mt,-1
2,001_14,ref,-1,-1,-1,1,001_14,w19_enru_u2,-1,mt,-1
2,001_15,ref,-1,-1,-1,1,001_15,w19_enru_t1,-1,mt,-1
2,001_15,ref,-1,-1,-1,1,001_15,w19_enru_t2,-1,mt,-1
2,001_15,ref,-1,-1,-1,1,001_15,w19_enru_u1,-1,mt,-1
2,001_15,ref,-1,-1,-1,1,001_15,w19_enru_t3,-1,mt,-1
1,001_15,ref,-1,-1,-1,1,001_15,w19_enru_t4,-1,mt,-1
2,001_15,ref,-1,-1,-1,1,001_15,w19_enru_u2,-1,mt,-1
2,001_16,ref,-1,-1,-1,1,001_16,w19_enru_t2,-1,mt,-1
2,001_16,ref,-1,-1,-1,1,001_16,w19_enru_u1,-1,mt,-1
2,001_16,ref,-1,-1,-1,1,001_16,w19_enru_t3,-1,mt,-1
2,001_16,ref,-1,-1,-1,1,001_16,w19_enru_t4,-1,mt,-1
2,001_16,ref,-1,-1,-1,1,001_16,w19_enru_u2,-1,mt,-1
