system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
1,018_1,ref,-1,-1,-1,2,018_1,w19_enru_t1,-1,mt,-1
1,018_1,ref,-1,-1,-1,2,018_1,w19_enru_t2,-1,mt,-1
2,018_1,ref,-1,-1,-1,1,018_1,w19_enru_u1,-1,mt,-1
2,018_1,ref,-1,-1,-1,1,018_1,w19_enru_t3,-1,mt,-1
1,018_1,ref,-1,-1,-1,2,018_1,w19_enru_t4,-1,mt,-1
2,018_1,ref,-1,-1,-1,1,018_1,w19_enru_u2,-1,mt,-1
1,018_2,ref,-1,-1,-1,2,018_2,w19_enru_t1,-1,mt,-1
1,018_2,ref,-1,-1,-1,1,018_2,w19_enru_t2,-1,mt,-1
2,018_2,ref,-1,-1,-1,1,018_2,w19_enru_u1,-1,mt,-1
1,018_2,ref,-1,-1,-1,1,018_2,w19_enru_t3,-1,mt,-1
1,018_2,ref,-1,-1,-1,2,018_2,w19_enru_t4,-1,mt,-1
1,018_2,ref,-1,-1,-1,1,018_2,w19_enru_u2,-1,mt,-1
2,018_3,ref,-1,-1,-1,1,018_3,w19_enru_t1,-1,mt,-1
2,018_3,ref,-1,-1,-1,1,018_3,w19_enru_t2,-1,mt,-1
2,018_3,ref,-1,-1,-1,1,018_3,w19_enru_u1,-1,mt,-1
2,018_3,ref,-1,-1,-1,1,018_3,w19_enru_t3,-1,mt,-1
2,018_3,ref,-1,-1,-1,1,018_3,w19_enru_t4,-1,mt,-1
1,018_3,ref,-1,-1,-1,2,018_3,w19_enru_u2,-1,mt,-1
2,018_4,ref,-1,-1,-1,1,018_4,w19_enru_t1,-1,mt,-1
2,018_4,ref,-1,-1,-1,1,018_4,w19_enru_t2,-1,mt,-1
2,018_4,ref,-1,-1,-1,1,018_4,w19_enru_u1,-1,mt,-1
2,018_4,ref,-1,-1,-1,1,018_4,w19_enru_t3,-1,mt,-1
1,018_4,ref,-1,-1,-1,2,018_4,w19_enru_t4,-1,mt,-1
1,018_4,ref,-1,-1,-1,2,018_4,w19_enru_u2,-1,mt,-1
2,018_5,ref,-1,-1,-1,1,018_5,w19_enru_t1,-1,mt,-1
2,018_5,ref,-1,-1,-1,1,018_5,w19_enru_t2,-1,mt,-1
2,018_5,ref,-1,-1,-1,1,018_5,w19_enru_u1,-1,mt,-1
1,018_5,ref,-1,-1,-1,1,018_5,w19_enru_t3,-1,mt,-1
1,018_5,ref,-1,-1,-1,2,018_5,w19_enru_t4,-1,mt,-1
1,018_5,ref,-1,-1,-1,2,018_5,w19_enru_u2,-1,mt,-1
1,018_6,ref,-1,-1,-1,2,018_6,w19_enru_t1,-1,mt,-1
1,018_6,ref,-1,-1,-1,2,018_6,w19_enru_t2,-1,mt,-1
1,018_6,ref,-1,-1,-1,2,018_6,w19_enru_u1,-1,mt,-1
1,018_6,ref,-1,-1,-1,1,018_6,w19_enru_t3,-1,mt,-1
1,018_6,ref,-1,-1,-1,2,018_6,w19_enru_t4,-1,mt,-1
1,018_6,ref,-1,-1,-1,1,018_6,w19_enru_u2,-1,mt,-1
1,018_7,ref,-1,-1,-1,2,018_7,w19_enru_t1,-1,mt,-1
2,018_7,ref,-1,-1,-1,1,018_7,w19_enru_t2,-1,mt,-1
2,018_7,ref,-1,-1,-1,1,018_7,w19_enru_u1,-1,mt,-1
1,018_7,ref,-1,-1,-1,1,018_7,w19_enru_t3,-1,mt,-1
1,018_7,ref,-1,-1,-1,2,018_7,w19_enru_t4,-1,mt,-1
2,018_7,ref,-1,-1,-1,1,018_7,w19_enru_u2,-1,mt,-1
